Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Inventory_Coverage,Inventory_Status,Year,Month,Day,DayOfWeek,WeekOfYear,Quarter,IsWeekend,Rolling_7,Rolling_14,Rolling_30,Lag_1,Lag_7,Lag_14,Lag_30,Inventory_Gap,Competitor_Price_Difference,Promotion_Flag
2022-04-27,S002,P0001,Toys,West,412,133,26,127.35,89.29,15,Sunny,0,86.77,Spring,2.781099324975892,Low Stock,2022,4,27,2,17,2,0,148.14285714285714,148.71428571428572,154.56666666666666,320.0,112.0,220.0,295.0,263.8571428571429,2.5200000000000102,0
2022-04-28,S002,P0001,Toys,South,480,474,158,476.7,29.32,5,Rainy,1,31.91,Spring,3.175803402646503,Healthy,2022,4,28,3,17,2,0,151.14285714285714,142.5,149.16666666666666,133.0,13.0,151.0,308.0,328.8571428571429,-2.59,0
2022-04-29,S002,P0001,Toys,South,346,74,163,77.07,13.73,0,Cloudy,0,11.05,Winter,1.5944700460829493,Low Stock,2022,4,29,4,17,2,0,217.0,165.57142857142858,154.7,474.0,89.0,76.0,258.0,129.0,2.6799999999999997,0
2022-04-30,S002,P0001,Electronics,West,191,75,87,70.12,91.49,20,Sunny,1,86.95,Winter,0.8889627659574468,Low Stock,2022,4,30,5,17,2,1,214.85714285714286,165.42857142857142,148.56666666666666,74.0,149.0,39.0,64.0,-23.85714285714286,4.539999999999992,0
2022-05-02,S002,P0001,Toys,South,307,113,115,106.62,56.68,0,Sunny,0,51.79,Summer,1.5027972027972027,Low Stock,2022,5,2,0,18,2,0,204.28571428571428,168.0,148.93333333333334,75.0,70.0,224.0,75.0,102.71428571428572,4.890000000000001,0
2022-05-03,S002,P0001,Toys,South,109,89,38,93.28,19.85,10,Snowy,0,18.14,Autumn,0.517990495587237,Low Stock,2022,5,3,1,18,2,0,210.42857142857142,160.07142857142858,150.2,113.0,284.0,88.0,150.0,-101.42857142857142,1.7100000000000009,0
2022-05-05,S002,P0001,Electronics,East,327,137,74,144.42,34.83,20,Rainy,1,36.61,Winter,1.7910798122065728,Low Stock,2022,5,5,3,18,2,0,182.57142857142858,160.14285714285714,148.16666666666666,89.0,320.0,247.0,129.0,144.42857142857142,-1.7800000000000011,0
2022-05-06,S002,P0001,Clothing,East,399,327,22,326.03,76.01,15,Snowy,1,77.85,Spring,2.5506849315068494,Low Stock,2022,5,6,4,18,2,0,156.42857142857142,152.28571428571428,148.43333333333334,137.0,133.0,112.0,6.0,242.57142857142858,-1.8399999999999892,0
2022-05-07,S002,P0001,Furniture,South,231,90,124,100.41,30.7,5,Sunny,1,35.1,Autumn,1.2544608223429015,Low Stock,2022,5,7,5,18,2,1,184.14285714285714,167.64285714285714,159.13333333333333,327.0,474.0,13.0,79.0,46.85714285714286,-4.400000000000002,0
2022-05-08,S002,P0001,Clothing,North,465,310,137,304.96,80.61,0,Rainy,1,78.14,Winter,3.5966850828729284,Healthy,2022,5,8,6,18,2,1,129.28571428571428,173.14285714285714,159.5,90.0,74.0,89.0,101.0,335.7142857142857,2.469999999999999,0
2022-05-09,S002,P0001,Clothing,North,157,46,60,47.72,12.94,15,Sunny,1,8.49,Winter,0.9631901840490797,Low Stock,2022,5,9,0,19,2,0,163.0,188.92857142857142,166.46666666666667,310.0,75.0,149.0,216.0,-6.0,4.449999999999999,0
2022-05-10,S002,P0001,Clothing,West,107,103,54,99.82,72.1,5,Cloudy,0,74.5,Summer,0.6735611510791367,Low Stock,2022,5,10,1,19,2,0,158.85714285714286,181.57142857142858,160.8,46.0,113.0,70.0,252.0,-51.85714285714286,-2.4000000000000057,0
2022-05-11,S002,P0001,Electronics,North,149,62,116,64.26,54.11,5,Snowy,0,57.49,Autumn,0.9464609800362977,Low Stock,2022,5,11,2,19,2,0,157.42857142857142,183.92857142857142,155.83333333333334,103.0,89.0,284.0,46.0,-8.428571428571416,-3.3800000000000026,0
2022-05-12,S002,P0001,Clothing,North,190,38,131,42.61,23.01,20,Sunny,0,18.76,Summer,1.2372093023255812,Low Stock,2022,5,12,3,19,2,0,153.57142857142858,168.07142857142858,156.36666666666667,62.0,137.0,320.0,320.0,36.428571428571416,4.25,0
2022-05-13,S002,P0001,Groceries,North,106,46,160,57.49,68.35,20,Snowy,0,67.71,Autumn,0.7602459016393444,Low Stock,2022,5,13,4,19,2,0,139.42857142857142,147.92857142857142,146.96666666666667,38.0,327.0,133.0,155.0,-33.428571428571416,0.6400000000000006,0
2022-05-14,S002,P0001,Groceries,East,484,473,86,480.69,94.11,20,Sunny,0,98.36,Summer,4.874820143884892,Healthy,2022,5,14,5,19,2,1,99.28571428571429,141.71428571428572,143.33333333333334,46.0,90.0,474.0,101.0,384.7142857142857,-4.25,0
2022-05-15,S002,P0001,Electronics,West,236,208,115,206.02,88.8,10,Sunny,1,89.82,Winter,1.5324675324675325,Low Stock,2022,5,15,6,19,2,1,154.0,141.64285714285714,155.73333333333332,473.0,310.0,74.0,220.0,82.0,-1.019999999999996,0
2022-05-16,S002,P0001,Furniture,West,288,266,82,272.64,50.74,0,Sunny,1,45.99,Winter,2.0655737704918034,Low Stock,2022,5,16,0,20,2,0,139.42857142857142,151.21428571428572,155.33333333333334,208.0,46.0,75.0,151.0,148.57142857142858,4.75,0
2022-05-17,S002,P0001,Clothing,North,64,42,137,40.62,42.12,15,Cloudy,1,37.26,Summer,0.3745819397993311,Low Stock,2022,5,17,1,20,2,0,170.85714285714286,164.85714285714286,159.16666666666666,266.0,103.0,113.0,76.0,-106.85714285714286,4.859999999999999,0
2022-05-18,S002,P0001,Electronics,North,334,9,65,2.74,37.09,15,Sunny,0,37.64,Spring,2.0599118942731276,Low Stock,2022,5,18,2,20,2,0,162.14285714285714,159.78571428571428,158.03333333333333,42.0,62.0,89.0,39.0,171.85714285714286,-0.5499999999999972,0
2022-05-19,S002,P0001,Clothing,North,395,278,50,292.51,40.5,5,Cloudy,1,38.48,Summer,2.555452865064695,Low Stock,2022,5,19,3,20,2,0,154.57142857142858,154.07142857142858,157.03333333333333,9.0,38.0,137.0,224.0,240.42857142857142,2.020000000000003,0
2022-05-20,S002,P0001,Groceries,East,335,155,82,171.59,51.51,20,Rainy,0,47.34,Winter,1.7738275340393344,Low Stock,2022,5,20,4,20,2,0,188.85714285714286,164.14285714285714,158.83333333333334,278.0,46.0,327.0,88.0,146.14285714285714,4.169999999999995,0
2022-05-21,S002,P0001,Electronics,North,466,366,173,374.43,14.04,5,Cloudy,0,17.99,Summer,2.2795248078266948,Low Stock,2022,5,21,5,20,2,1,204.42857142857142,151.85714285714286,161.06666666666666,155.0,473.0,90.0,247.0,261.57142857142856,-3.9499999999999993,0
2022-05-22,S002,P0001,Electronics,West,254,149,106,163.39,79.76,20,Sunny,0,78.27,Summer,1.3429003021148036,Low Stock,2022,5,22,6,20,2,1,189.14285714285714,171.57142857142858,165.03333333333333,366.0,208.0,310.0,112.0,64.85714285714286,1.490000000000009,0
2022-05-23,S002,P0001,Furniture,South,197,194,49,188.23,42.37,0,Rainy,0,37.94,Summer,1.0901185770750987,Low Stock,2022,5,23,0,21,2,0,180.71428571428572,160.07142857142858,166.26666666666668,149.0,266.0,46.0,13.0,16.285714285714278,4.43,0
2022-05-24,S002,P0001,Toys,East,107,67,158,72.61,98.95,0,Cloudy,1,101.38,Spring,0.627829002514669,Low Stock,2022,5,24,1,21,2,0,170.42857142857142,170.64285714285714,172.3,194.0,42.0,103.0,89.0,-63.428571428571416,-2.4299999999999926,0
2022-05-25,S002,P0001,Furniture,West,321,161,21,179.49,10.96,15,Snowy,0,9.5,Winter,1.8448275862068966,Low Stock,2022,5,25,2,21,2,0,174.0,168.07142857142858,171.56666666666666,67.0,9.0,62.0,149.0,147.0,1.4600000000000009,0
2022-05-26,S002,P0001,Clothing,North,77,18,130,30.97,30.29,0,Sunny,0,26.07,Spring,0.39343065693430657,Low Stock,2022,5,26,3,21,2,0,195.71428571428572,175.14285714285714,171.96666666666667,161.0,278.0,38.0,70.0,-118.71428571428572,4.219999999999999,0
2022-05-27,S002,P0001,Toys,South,96,69,109,84.51,26.92,20,Sunny,0,27.51,Summer,0.6054054054054053,Low Stock,2022,5,27,4,21,2,0,158.57142857142858,173.71428571428572,170.23333333333332,18.0,155.0,46.0,284.0,-62.571428571428584,-0.5899999999999999,0
2022-05-28,S002,P0001,Groceries,South,321,33,50,35.59,67.05,0,Rainy,1,68.46,Winter,2.1943359375,Low Stock,2022,5,28,5,21,2,1,146.28571428571428,175.35714285714286,163.06666666666666,69.0,366.0,473.0,320.0,174.71428571428572,-1.4099999999999966,0
2022-05-29,S002,P0001,Groceries,North,478,34,122,44.68,87.33,5,Rainy,0,84.38,Winter,4.842257597684515,Healthy,2022,5,29,6,21,2,1,98.71428571428571,143.92857142857142,153.5,33.0,149.0,208.0,133.0,379.2857142857143,2.950000000000003,0
2022-05-30,S002,P0001,Clothing,North,375,234,28,248.31,87.48,15,Cloudy,1,87.09,Spring,4.557291666666666,Healthy,2022,5,30,0,22,2,0,82.28571428571429,131.5,150.2,34.0,194.0,266.0,474.0,292.7142857142857,0.39000000000000057,0
2022-05-31,S002,P0001,Electronics,South,243,137,174,137.73,24.36,15,Rainy,0,28.42,Spring,2.7613636363636362,Low Stock,2022,5,31,1,22,2,0,88.0,129.21428571428572,142.2,234.0,67.0,42.0,74.0,155.0,-4.060000000000002,0
2022-06-01,S002,P0001,Groceries,South,414,261,168,278.68,73.56,5,Sunny,0,74.19,Winter,4.224489795918367,Healthy,2022,6,1,2,22,2,0,98.0,136.0,144.3,137.0,161.0,9.0,75.0,316.0,-0.6299999999999955,0
2022-06-02,S002,P0001,Clothing,East,475,369,192,377.39,68.95,0,Cloudy,1,64.28,Summer,4.230279898218829,Healthy,2022,6,2,3,22,2,0,112.28571428571429,154.0,150.5,261.0,18.0,278.0,113.0,362.7142857142857,4.670000000000002,0
2022-06-03,S002,P0001,Furniture,North,323,229,44,240.56,44.48,0,Rainy,0,42.0,Summer,1.988566402814424,Low Stock,2022,6,3,4,22,2,0,162.42857142857142,160.5,159.03333333333333,369.0,69.0,155.0,89.0,160.57142857142858,2.479999999999997,0
2022-06-04,S002,P0001,Furniture,North,343,255,116,265.5,91.52,0,Snowy,0,93.85,Spring,1.851195065535852,Low Stock,2022,6,4,5,22,2,1,185.28571428571428,165.78571428571428,163.7,229.0,33.0,366.0,137.0,157.71428571428572,-2.3299999999999983,0
2022-06-05,S002,P0001,Electronics,North,348,250,140,243.9,53.23,20,Cloudy,0,50.85,Spring,1.6036866359447004,Low Stock,2022,6,5,6,22,2,1,217.0,157.85714285714286,167.63333333333333,255.0,34.0,149.0,327.0,131.0,2.3799999999999955,0
2022-06-06,S002,P0001,Furniture,East,122,90,136,92.14,89.82,0,Cloudy,1,86.18,Spring,0.49221902017291064,Low Stock,2022,6,6,0,23,2,0,247.85714285714286,165.07142857142858,165.06666666666666,250.0,234.0,194.0,90.0,-125.85714285714286,3.6399999999999864,0
2022-06-07,S002,P0001,Furniture,West,470,66,26,71.55,51.11,15,Snowy,0,50.27,Summer,2.067881835323696,Low Stock,2022,6,7,1,23,2,0,227.28571428571428,157.64285714285714,165.06666666666666,90.0,137.0,67.0,310.0,242.71428571428572,0.8399999999999963,0
2022-06-08,S002,P0001,Groceries,North,433,316,28,307.19,59.42,10,Snowy,1,54.5,Summer,1.994078947368421,Low Stock,2022,6,8,2,23,2,0,217.14285714285714,157.57142857142858,156.93333333333334,66.0,261.0,161.0,46.0,215.85714285714286,4.920000000000002,0
2022-06-09,S002,P0001,Furniture,East,291,224,24,243.23,77.7,20,Sunny,0,80.51,Spring,1.2933333333333332,Low Stock,2022,6,9,3,23,2,0,225.0,168.64285714285714,165.93333333333334,316.0,369.0,18.0,103.0,66.0,-2.8100000000000023,0
2022-06-10,S002,P0001,Clothing,East,487,31,156,48.37,43.39,20,Sunny,1,42.47,Spring,2.383916083916084,Low Stock,2022,6,10,4,23,2,0,204.28571428571428,183.35714285714286,169.96666666666667,224.0,229.0,69.0,62.0,282.7142857142857,0.9200000000000017,0
2022-06-11,S002,P0001,Clothing,South,476,308,20,314.36,52.18,10,Rainy,1,52.38,Summer,2.7045454545454546,Low Stock,2022,6,11,5,23,2,1,176.0,180.64285714285714,168.93333333333334,31.0,255.0,33.0,38.0,300.0,-0.20000000000000284,0
2022-06-12,S002,P0001,Electronics,West,388,385,71,389.39,83.57,15,Snowy,1,86.75,Spring,2.1136186770428016,Low Stock,2022,6,12,6,23,2,1,183.57142857142858,200.28571428571428,177.93333333333334,308.0,250.0,34.0,46.0,204.42857142857142,-3.180000000000007,0
2022-06-13,S002,P0001,Groceries,East,483,422,179,420.54,97.12,20,Rainy,1,93.44,Autumn,2.380985915492958,Low Stock,2022,6,13,0,24,2,0,202.85714285714286,225.35714285714286,189.23333333333332,385.0,90.0,234.0,473.0,280.1428571428571,3.680000000000007,0
2022-06-14,S002,P0001,Toys,East,445,114,197,111.91,85.22,15,Rainy,0,82.12,Winter,1.7779680365296804,Low Stock,2022,6,14,1,24,2,0,250.28571428571428,238.78571428571428,187.53333333333333,422.0,66.0,137.0,208.0,194.71428571428572,3.0999999999999943,0
2022-06-15,S002,P0001,Groceries,South,201,14,102,12.49,51.21,15,Rainy,0,49.98,Summer,0.7816666666666666,Low Stock,2022,6,15,2,24,2,0,257.14285714285717,237.14285714285714,184.4,114.0,316.0,261.0,266.0,-56.14285714285717,1.230000000000004,0
2022-06-16,S002,P0001,Groceries,North,135,1,79,20.47,59.28,5,Snowy,0,61.88,Autumn,0.6308411214953271,Low Stock,2022,6,16,3,24,2,0,214.0,219.5,176.0,14.0,224.0,369.0,42.0,-79.0,-2.6000000000000014,0
2022-06-17,S002,P0001,Toys,West,273,238,174,242.6,95.21,20,Cloudy,0,97.88,Spring,1.4988235294117647,Low Stock,2022,6,17,4,24,2,0,182.14285714285714,193.21428571428572,174.63333333333333,1.0,31.0,229.0,9.0,90.85714285714286,-2.6700000000000017,0
2022-06-19,S002,P0001,Furniture,North,99,63,174,67.2,37.95,5,Rainy,0,42.33,Autumn,0.46761133603238864,Low Stock,2022,6,19,6,24,2,1,211.71428571428572,193.85714285714286,182.26666666666668,238.0,308.0,255.0,278.0,-112.71428571428572,-4.3799999999999955,0
2022-06-20,S002,P0001,Clothing,East,418,343,93,336.6,26.44,20,Snowy,1,30.16,Autumn,2.3654001616814875,Low Stock,2022,6,20,0,25,2,0,176.71428571428572,180.14285714285714,175.1,63.0,385.0,250.0,155.0,241.28571428571428,-3.719999999999999,0
2022-06-21,S002,P0001,Toys,South,389,291,34,285.48,52.46,20,Cloudy,0,50.24,Winter,2.2786610878661087,Low Stock,2022,6,21,1,25,2,0,170.71428571428572,186.78571428571428,181.36666666666667,343.0,422.0,90.0,366.0,218.28571428571428,2.219999999999999,0
2022-06-22,S002,P0001,Groceries,West,284,180,121,187.79,53.48,0,Snowy,1,57.61,Spring,1.868421052631579,Low Stock,2022,6,22,2,25,2,0,152.0,201.14285714285714,178.86666666666667,291.0,114.0,66.0,149.0,132.0,-4.130000000000003,0
2022-06-23,S002,P0001,Furniture,North,361,269,90,260.64,34.86,5,Rainy,0,39.35,Autumn,2.236283185840708,Low Stock,2022,6,23,3,25,2,0,161.42857142857142,209.28571428571428,179.9,180.0,14.0,316.0,194.0,199.57142857142858,-4.490000000000002,0
2022-06-24,S002,P0001,Furniture,North,145,112,177,130.32,30.05,5,Rainy,1,27.33,Winter,0.7328519855595668,Low Stock,2022,6,24,4,25,2,0,197.85714285714286,205.92857142857142,182.4,269.0,1.0,224.0,67.0,-52.85714285714286,2.7200000000000024,0
2022-06-25,S002,P0001,Clothing,South,307,291,197,297.43,88.84,15,Cloudy,1,90.23,Autumn,1.4364973262032086,Low Stock,2022,6,25,5,25,2,1,213.71428571428572,197.92857142857142,183.9,112.0,238.0,31.0,161.0,93.28571428571428,-1.3900000000000006,0
2022-06-26,S002,P0001,Clothing,South,234,57,58,47.4,21.61,15,Sunny,0,19.98,Spring,1.0574564234990316,Low Stock,2022,6,26,6,25,2,1,221.28571428571428,216.5,188.23333333333332,291.0,63.0,308.0,18.0,12.714285714285722,1.629999999999999,0
2022-06-27,S002,P0001,Electronics,South,76,26,57,43.74,95.95,0,Snowy,0,100.79,Spring,0.34478289047310434,Low Stock,2022,6,27,0,26,2,0,220.42857142857142,198.57142857142858,189.53333333333333,57.0,343.0,385.0,69.0,-144.42857142857142,-4.840000000000003,0
2022-06-28,S002,P0001,Furniture,West,215,76,99,80.56,41.94,20,Rainy,1,39.64,Winter,1.2275693311582383,Low Stock,2022,6,28,1,26,2,0,175.14285714285714,172.92857142857142,188.1,26.0,291.0,422.0,33.0,39.85714285714286,2.299999999999997,0
2022-06-29,S002,P0001,Furniture,East,238,60,124,65.1,91.44,0,Cloudy,1,89.54,Spring,1.6478733926805145,Low Stock,2022,6,29,2,26,2,0,144.42857142857142,148.21428571428572,189.53333333333333,76.0,180.0,114.0,34.0,93.57142857142858,1.8999999999999915,0
2022-06-30,S002,P0001,Toys,East,163,42,162,55.61,76.47,15,Snowy,0,79.28,Winter,1.280583613916947,Low Stock,2022,6,30,3,26,2,0,127.28571428571429,144.35714285714286,190.4,60.0,269.0,14.0,234.0,35.71428571428571,-2.8100000000000023,0
2022-07-01,S002,P0001,Furniture,South,97,25,165,40.68,87.5,20,Snowy,0,87.87,Winter,1.0225903614457832,Low Stock,2022,7,1,4,26,3,0,94.85714285714286,146.35714285714286,184.0,42.0,112.0,1.0,137.0,2.142857142857139,-0.37000000000000455,0
2022-07-02,S002,P0001,Electronics,South,124,5,149,8.65,20.52,15,Cloudy,1,17.74,Autumn,1.5043327556325823,Low Stock,2022,7,2,5,26,3,1,82.42857142857143,148.07142857142858,180.26666666666668,25.0,291.0,238.0,261.0,41.57142857142857,2.780000000000001,0
2022-07-03,S002,P0001,Groceries,West,367,217,66,220.02,15.2,10,Cloudy,1,15.04,Spring,8.828178694158076,Healthy,2022,7,3,6,26,3,1,41.57142857142857,131.42857142857142,171.73333333333332,5.0,57.0,63.0,369.0,325.42857142857144,0.16000000000000014,0
2022-07-04,S002,P0001,Electronics,East,100,87,42,105.22,87.49,0,Rainy,0,92.4,Winter,1.5521064301552105,Low Stock,2022,7,4,0,27,3,0,64.42857142857143,142.42857142857142,166.66666666666666,217.0,26.0,343.0,229.0,35.57142857142857,-4.910000000000011,0
2022-07-05,S002,P0001,Groceries,East,116,92,81,86.63,17.68,5,Rainy,1,12.76,Summer,1.5859375,Low Stock,2022,7,5,1,27,3,0,73.14285714285714,124.14285714285714,161.93333333333334,87.0,76.0,291.0,255.0,42.85714285714286,4.92,0
2022-07-06,S002,P0001,Toys,North,96,85,104,103.46,45.94,5,Sunny,0,49.28,Winter,1.2727272727272727,Low Stock,2022,7,6,2,27,3,0,75.42857142857143,109.92857142857143,156.5,92.0,60.0,180.0,250.0,20.57142857142857,-3.3400000000000034,0
2022-07-07,S002,P0001,Toys,North,316,59,158,62.1,45.95,15,Rainy,0,44.81,Spring,4.0,Healthy,2022,7,7,3,27,3,0,79.0,103.14285714285714,151.0,85.0,42.0,269.0,90.0,237.0,1.1400000000000006,0
2022-07-08,S002,P0001,Toys,North,404,27,133,34.09,11.03,5,Cloudy,1,10.58,Autumn,4.961403508771929,Healthy,2022,7,8,4,27,3,0,81.42857142857143,88.14285714285714,149.96666666666667,59.0,25.0,112.0,66.0,322.57142857142856,0.4499999999999993,0
2022-07-09,S002,P0001,Electronics,North,221,159,103,157.16,17.41,0,Cloudy,0,16.86,Winter,2.7045454545454546,Low Stock,2022,7,9,5,27,3,1,81.71428571428571,82.07142857142857,148.66666666666666,27.0,5.0,291.0,316.0,139.28571428571428,0.5500000000000007,0
2022-07-10,S002,P0001,Groceries,East,357,20,58,20.45,16.01,15,Rainy,1,16.67,Winter,3.442148760330579,Healthy,2022,7,10,6,27,3,1,103.71428571428571,72.64285714285714,143.43333333333334,159.0,217.0,57.0,224.0,253.28571428571428,-0.6600000000000001,0
2022-07-11,S002,P0001,Toys,South,155,97,101,91.31,59.2,0,Sunny,1,57.39,Summer,2.0510396975425333,Low Stock,2022,7,11,0,28,3,0,75.57142857142857,70.0,136.63333333333333,20.0,87.0,26.0,31.0,79.42857142857143,1.8100000000000023,0
2022-07-12,S002,P0001,Clothing,West,252,16,61,35.96,72.49,5,Rainy,0,71.06,Spring,3.272727272727273,Healthy,2022,7,12,1,28,3,0,77.0,75.07142857142857,138.83333333333334,97.0,92.0,76.0,308.0,175.0,1.4299999999999926,0
2022-07-13,S002,P0001,Clothing,South,421,268,95,285.28,63.51,15,Rainy,1,66.13,Autumn,6.365010799136069,Healthy,2022,7,13,2,28,3,0,66.14285714285714,70.78571428571429,129.1,16.0,85.0,60.0,385.0,354.8571428571429,-2.6199999999999974,0
2022-07-14,S002,P0001,Clothing,North,63,24,169,33.6,95.88,5,Sunny,1,99.67,Summer,0.6826625386996904,Low Stock,2022,7,14,3,28,3,0,92.28571428571429,85.64285714285714,125.2,268.0,59.0,42.0,422.0,-29.285714285714292,-3.7900000000000063,0
2022-07-15,S002,P0001,Furniture,South,448,389,28,393.74,23.69,15,Snowy,0,21.35,Winter,5.132569558101473,Healthy,2022,7,15,4,28,3,0,87.28571428571429,84.35714285714286,111.93333333333334,24.0,27.0,25.0,114.0,360.7142857142857,2.34,0
2022-07-16,S002,P0001,Electronics,West,450,215,105,231.44,96.81,5,Sunny,1,97.18,Spring,3.237410071942446,Healthy,2022,7,16,5,28,3,1,139.0,110.35714285714286,121.1,389.0,159.0,5.0,14.0,311.0,-0.37000000000000455,0
2022-07-17,S002,P0001,Furniture,East,316,228,146,245.42,69.44,15,Snowy,0,67.91,Spring,2.1496598639455784,Low Stock,2022,7,17,6,28,3,1,147.0,125.35714285714286,127.8,215.0,20.0,217.0,1.0,169.0,1.5300000000000011,0
2022-07-18,S002,P0001,Groceries,West,338,233,33,233.85,37.96,20,Cloudy,0,34.95,Autumn,1.9126919967663703,Low Stock,2022,7,18,0,29,3,0,176.71428571428572,126.14285714285714,135.36666666666667,228.0,97.0,87.0,238.0,161.28571428571428,3.009999999999998,0
2022-07-19,S002,P0001,Electronics,East,287,161,43,161.1,65.57,10,Cloudy,0,66.91,Summer,1.4632192279679535,Low Stock,2022,7,19,1,29,3,0,196.14285714285714,136.57142857142858,135.2,233.0,16.0,92.0,63.0,90.85714285714286,-1.3400000000000034,0
2022-07-20,S002,P0001,Groceries,North,333,215,120,232.92,25.77,10,Rainy,1,21.62,Autumn,1.5355731225296443,Low Stock,2022,7,20,2,29,3,0,216.85714285714286,141.5,138.46666666666667,161.0,268.0,85.0,343.0,116.14285714285714,4.149999999999999,0
2022-07-21,S002,P0001,Toys,West,456,32,45,49.35,44.82,10,Sunny,0,47.86,Winter,2.178839590443686,Low Stock,2022,7,21,3,29,3,0,209.28571428571428,150.78571428571428,134.2,215.0,24.0,59.0,291.0,246.71428571428572,-3.039999999999999,0
2022-07-22,S002,P0001,Furniture,West,464,42,89,56.24,47.62,20,Sunny,1,52.5,Summer,2.205023761031908,Low Stock,2022,7,22,4,29,3,0,210.42857142857142,148.85714285714286,125.56666666666666,32.0,389.0,27.0,180.0,253.57142857142858,-4.880000000000003,0
2022-07-23,S002,P0001,Electronics,West,444,248,170,252.33,71.23,5,Sunny,0,66.79,Autumn,2.7602131438721136,Low Stock,2022,7,23,5,29,3,1,160.85714285714286,149.92857142857142,120.96666666666667,42.0,215.0,159.0,269.0,283.1428571428571,4.439999999999998,0
2022-07-24,S002,P0001,Electronics,South,192,90,26,98.29,81.14,5,Cloudy,0,78.41,Spring,1.1596203623813632,Low Stock,2022,7,24,6,29,3,1,165.57142857142858,156.28571428571428,120.26666666666667,248.0,228.0,20.0,112.0,26.428571428571416,2.730000000000004,0
2022-07-25,S002,P0001,Electronics,South,421,129,157,127.93,52.47,10,Rainy,1,56.6,Winter,2.8863858961802156,Low Stock,2022,7,25,0,30,3,0,145.85714285714286,161.28571428571428,119.53333333333333,90.0,233.0,97.0,291.0,275.1428571428571,-4.130000000000003,0
2022-07-26,S002,P0001,Toys,North,431,62,95,61.13,53.28,20,Rainy,0,50.58,Autumn,3.2900763358778624,Healthy,2022,7,26,1,30,3,0,131.0,163.57142857142858,114.13333333333334,129.0,161.0,16.0,57.0,300.0,2.700000000000003,0
2022-07-27,S002,P0001,Groceries,West,255,146,144,152.06,55.26,0,Rainy,0,56.13,Summer,2.1821515892420535,Low Stock,2022,7,27,2,30,3,0,116.85714285714286,166.85714285714286,114.3,62.0,215.0,268.0,26.0,138.14285714285714,-0.8700000000000045,0
2022-07-28,S002,P0001,Electronics,North,190,2,114,14.37,38.15,10,Rainy,0,33.37,Summer,1.7757009345794392,Low Stock,2022,7,28,3,30,3,0,107.0,158.14285714285714,118.3,146.0,32.0,24.0,76.0,83.0,4.780000000000001,0
2022-07-29,S002,P0001,Electronics,West,206,23,106,37.29,33.8,5,Rainy,0,28.94,Summer,2.0055632823365785,Low Stock,2022,7,29,4,30,3,0,102.71428571428571,156.57142857142858,115.83333333333333,2.0,42.0,389.0,60.0,103.28571428571429,4.859999999999996,0
2022-07-30,S002,P0001,Toys,East,320,58,197,55.78,76.01,20,Cloudy,1,76.94,Autumn,3.2,Healthy,2022,7,30,5,30,3,1,100.0,130.42857142857142,114.6,23.0,248.0,215.0,42.0,220.0,-0.9299999999999926,0
2022-07-31,S002,P0001,Clothing,North,207,98,110,88.14,32.85,15,Cloudy,1,36.5,Spring,2.841176470588235,Low Stock,2022,7,31,6,30,3,1,72.85714285714286,119.21428571428571,115.13333333333334,58.0,90.0,228.0,25.0,134.14285714285714,-3.6499999999999986,0
2022-08-01,S002,P0001,Toys,South,276,76,136,73.2,49.98,15,Rainy,1,54.28,Summer,3.72972972972973,Healthy,2022,8,1,0,31,3,0,74.0,109.92857142857143,117.56666666666666,98.0,129.0,233.0,5.0,202.0,-4.300000000000004,0
2022-08-02,S002,P0001,Toys,North,134,78,183,86.6,32.3,10,Cloudy,0,36.25,Spring,2.0172043010752687,Low Stock,2022,8,2,1,31,3,0,66.42857142857143,98.71428571428571,119.93333333333334,76.0,62.0,161.0,217.0,67.57142857142857,-3.950000000000003,0
2022-08-03,S002,P0001,Toys,South,114,12,108,25.83,32.88,0,Rainy,1,34.64,Winter,1.6590436590436592,Low Stock,2022,8,3,2,31,3,0,68.71428571428571,92.78571428571429,115.3,78.0,146.0,215.0,87.0,45.28571428571429,-1.759999999999998,0
2022-08-04,S002,P0001,Toys,East,397,2,142,9.88,21.88,15,Rainy,0,19.34,Autumn,8.00864553314121,Healthy,2022,8,4,3,31,3,0,49.57142857142857,78.28571428571429,112.8,12.0,2.0,32.0,92.0,347.42857142857144,2.539999999999999,0
2022-08-05,S002,P0001,Furniture,East,54,6,128,5.07,70.76,10,Snowy,1,69.03,Summer,1.0893371757925072,Low Stock,2022,8,5,4,31,3,0,49.57142857142857,76.14285714285714,109.8,2.0,23.0,42.0,85.0,4.428571428571431,1.730000000000004,0
2022-08-06,S002,P0001,Toys,South,243,29,191,20.88,28.06,5,Snowy,0,31.71,Autumn,5.154545454545454,Healthy,2022,8,6,5,31,3,1,47.142857142857146,73.57142857142857,107.16666666666667,6.0,58.0,248.0,59.0,195.85714285714286,-3.650000000000002,0
2022-08-07,S002,P0001,Clothing,West,67,44,57,60.37,30.68,20,Sunny,0,28.82,Winter,1.558139534883721,Low Stock,2022,8,7,6,31,3,1,43.0,57.92857142857143,106.16666666666667,29.0,98.0,90.0,27.0,24.0,1.8599999999999994,0
